,tweet,existence,existence.confidence
2114,At the #PEN talk on climate at Met. @Revkin offers a useful note of realism. Climate change is in our heads-and we need to change our heads,0,1.0
2115,"@ggreenwald Don't forget Jon Kyl, world's most powerful global warming denier. Maybe 140 character limit kept him off your list.",0,0.6853
2116,"Plan B: California Braces for Climate Change: California leads its fellow states in mitigating climate change, in ... http://bit.ly/bkt3jv",1,0.6758
2117,"Plan B: California Braces for Climate Change: California leads its fellow states in mitigating climate change, in ... http://bit.ly/bkt3jv",1,1.0
2119,Can Global Warming Give You Kidney Stones? How Will Insurance Companies Deal With Rising Temperatures?: It's true... http://huff.to/brgCIm,1,0.6628
2120,RT @yidwithlid: Nor A Joke US Govt's New Climate Change Claim: Global Warming Causes....Well...EVERYTHING http://is.gd/bLTaY,0,0.6661
2121,RT @gb_Joe: Global Warming sea level rise? Carbon footprint? Al Gore buys $9 million  estate by ocean http://bit.ly/bZKtRk,0,0.6443
2122,The tolerant left: deny climate change and you'd be guilty of a crime against peace http://bit.ly/aFfkez,1,0.6248
2123,Global Warming sea level rise? Carbon footprint? Al Gore buys $9 million  estate by ocean http://bit.ly/bZKtRk,0,0.49700000000000005
2124,Climate-Change Cover-Up Down Under http://on.wsj.com/9oLe9G,1,0.4946
2125,"Yeah, about that Global Warming footprint, Al... You hypocritical jackass.",0,1.0
2126,@BrittaRiley spoke about http://www.windowfarms.org at last weeks discussion 'Illuminating the Science: Art and Climate Change'.,1,0.6582
2127,Global warming you tube parody you will like #IPCC #gop http://bit.ly/bBGWhC,0,0.6946
2128,NASA's also up for a Webby Award in Science (Climate Change site). Today is your last chance to vote! http://bit.ly/a0yCo9 (via @NASA),1,0.6267
2130,"And why the fuck is it so cold? Fuck you, global warming.",0,0.6671
2131,E.P.A. Makes Its Case on Climate Change - Green Blog - NYTimes.com http://bit.ly/9QoabV #green #climate change #environment,1,1.0
2134,http://bit.ly/5ipja China Going Green For Security Reasons | The Global Warming Statistics http://bit.ly/c6r4So,1,1.0
2138,Irish LED manufacturer Nualight raises '9.1m in funding round led by Climate Change Capital http://bit.ly/9ege9t,1,0.6659
2141,Now they say we may go crazy?RT @myfoxnation: Gov't Report Says Global Warming May Cause Mental Illness : A new (cont) http://tl.gd/12h5nr,0,0.6713
2142,"#news Earth Day, Climate Change, and Cochabamba: -Mainstream Green Groups Cave In on Climate-Reclaiming Earth http://url4.eu/31w77",1,0.6541
2143,More Global Warming Profiteering by Obama Energy Official http://ff.im/-jx0or,0,1.0
2144,"RT @wilsondasilva: good journalism in The Economist, looking at climate change http://is.gd/bqexR #science #climate #environment #media",1,0.6254
2145,RT @nytimesbusiness: E.P.A. Makes Its Case on Climate Change http://bit.ly/as7lTs,1,0.6697
2146,RT @nytimesbusiness: E.P.A. Makes Its Case on Climate Change http://bit.ly/as7lTs,1,0.6686
2147,Global warming you tube explanation you will like #capandtrade #ocra http://is.gd/bLp94,1,0.3501
2150,Fire Fire the nations on fire your loaded on a freight train but the Climate Change Bill loads you the People like sheep to the slaughter,0,0.4412
2151,The Open Veins of Climate Change http://su.pr/252poN #Latism @beingLatino @KetyE #Green #climatechange #WCCPC,1,1.0
2154,RT @Dr912: Stopping Reids Climate Change Is Like Saving The World #tcot  #912 #Teaparty #RNC #GOP #p2,0,0.6864
2158,Irish LED manufacturer Nualight raises '9.1m in funding round led by Climate Change Capital http://url4.eu/31Xrk,1,1.0
2159,Irish LED manufacturer Nualight raises '9.1m in funding round led by Climate Change Capital http://url4.eu/31XrI,1,0.6476
2160,Remember the right-wing furor over leaked climate change emails. Where is their rage over the Goldman Sachs emails?,0,0.6493
2161,"Hmmm. Human activities, global warming...see a connection? : 1905 | Shorpy http://bit.ly/cb4Sc7",1,0.6314
2164,"CONTRAILS & MAN-MADE CLOUDS CHANGE CLIMATE, HARMING AGRICULTURE:  http://bit.ly/brjTWO (FTSN Social)",1,0.6946
2166,E.P.A. Makes Its Case on Climate Change http://bit.ly/as7lTs,1,0.5148
2167,: ) @snarkandboobs Why the heck did it get cold all of a sudden? Is Al Gore in town for a Global Warming speech or something?,0,0.643
2169,E.P.A. Makes Its Case on Climate Change http://bit.ly/95qwi1,1,1.0
2170,E.P.A. Makes Its Case on Climate Change http://bit.ly/bqRlWe,1,1.0
2171,"talking about iguanas, I love this vid of frozen iguanas falling out of trees. global warming! http://bit.ly/aAz2Lx",0,0.6048
2172,E.P.A. Makes Its Case on Climate Change: The E.P.A. releases a glossy report to help Americans make sense of clima... http://bit.ly/beCmid,1,1.0
2173,E.P.A. Makes Its Case on Climate Change: The E.P.A. releases a glossy report to help Americans make sense of clima... http://bit.ly/cPdG4r,1,1.0
2174,Climate Change Still Ranks As Top Global Issue http://bit.ly/9DbEv4,1,0.6677
2176,Climate Change Still Ranks As Top Global Issue http://bit.ly/9DbEv4,1,0.6261
2177,"RT @samboykin: 66% of Hispanics: ""tackling climate change should be a 'high' or 'very high' priority"": http://bit.ly/aFLskA",1,1.0
2178,"66% of Hispanics: ""tackling climate change should be a 'high' or 'very high' priority"": http://bit.ly/aFLskA",1,1.0
2179,Why CO2 projections on Global Warming are false: While projections and predictions on CO2 concentrations in the at... http://bit.ly/d9Ta02,0,0.5644
2180,EPA Issues Report on U.S. Climate Change Indicators http://bit.ly/bko2Qw,1,1.0
2181,U.S. EPA Climate Change Indicator Report http://bit.ly/9Ea6Gp,1,0.672
2183,"RT @funnywhitedog: RT @ipsnews: CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://bit.ly/c89JS4 #redd #indigenous",1,0.6665
2184,Grapes: the best early-warning system for the effects of climate change? @TheAtlantic http://bit.ly/9QYx9f,1,1.0
2185,Climate Change Still Ranks As Top Global Issue http://goo.gl/fb/EaWzu #cleantech,1,0.7368
2187,Climate Change Still Ranks As Top Global Issue http://url4.eu/2zjaU,1,0.6364
2188,RT @loveandstyle: http://twitpic.com/1ivple -//INSANE almost May and #Vermont has snow!  Seriously who said Global Warming doesnt exist?,1,0.6498
2190,Global Warming & Profiteering in the Obama Administration http://www.pjtv.com/v/3455,0,0.6485
2191,Factor producer Jesse Watters caught up with former VP Al Gore and talked about global warming.  We'll show you the... http://bit.ly/cJFuBI,0,0.3755
2192,"@xharekx33 That's a good article, though I think the statistics on global warming are actually its weakest link as far as I can see.",0,0.4793
2193,Science!: Whales Fight Global Warming http://tinyurl.com/2vwys8q,1,1.0
2194,"Brooke's 'Green' Worries: POP TARTS: Shields says she is disturbed by reports that global warming doesn't exist, w... http://bit.ly/cMY7SJ",1,1.0
2197,Global Warming & Guyana's Flood Control Problems! http://guyanaatthecrossroads.blogspot.com/,1,0.6265
2198,"How Cap And Trade Was 'Trashed': Climate-change legislation has suffered a major setback in the Senate, with its key... http://n.pr/ajcBSn",1,0.6745
2199,New York: NIRI-NY Presents Program on 'Navigating Climate Change Disclosure' http://bit.ly/do2npj,1,0.7194
2201,RT @GayaneAdourian: Is global warming causing more volcanoes? (video) http://bit.ly/biH63s #science,1,0.6537
2203,Disastrous Computer Models Predictions From Limits to Growth to Global Warming http://ff.im/-jqwJN,1,1.0
2206,"Those linking the Miss. tornadoes and #climate change, have we already forgotten #snowpocalypse? Not a winning argument..",0,0.4905
2208,Arctic adventurers get set to study climate change http://bit.ly/bKSe0d,1,0.6486
2210,New post: Cloudy with a Chance of Climate Change (http://bit.ly/asXGjd) http://bit.ly/asXGjd,0,0.4768
2212,Global Warming: EPA Cover-Up ~ Walter E. Williams:  http://bit.ly/9TlcqK (FTSN Social),0,0.6779999999999999
2213,WASHINGTON (Reuters) - One of President Barack Obama's top priorities -- tackling global warming -- suffered a sev... http://bit.ly/baCvYl,1,0.6875
2214,Scary! Could global warming be causing tropical illnesses and bacteria to appear in otherwise non tropical areas of the world?,1,1.0
2218,RT @USRealityCheck: Obama's climate change agenda in turmoil: WASHINGTON (AFP) ' http://bit.ly/dBZ5lo raw #US,1,0.5067
2219,"@bryanrwalsh When I read 'I'm all for combating global warming, but,'  hard to keep reading. Wait till next yr and pass carbon tax? Pleeze.",1,1.0
2220,I'm considering telling my professor that finishing this final paper would poison the well on the climate change bill. #lindseygrahamisatool,0,0.5101
2222,Climate change scientists turn to Inuits for research: http://digg.com/d31O9N2,1,1.0
2223,Millions out to protest global warming... http://tweetphoto.com/12771109 - I found Al Gore! http://tweetphoto.com/12771190 #tcot,0,0.6642
2224,"RT @MarthaStewart: much needed rain is falling-gardens & fields verdant & blooming, but everything's 2 wks ahead of schedule-global warming?",0,1.0
2225,RT @RaysFreedomHash: Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change http://bit.ly/cEs5qN by @indigenousissue,1,1.0
2226,Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change http://bit.ly/cEs5qN by @indigenousissue,1,1.0
2227,"Celebrate Earth Day 2010 by watching ""The Climate Change Rally"" in DC online today (Sunday, April 25). http://tinyurl.com/2da96cc",1,1.0
2228,RT @nprscience: Could Cleaner Air Actually Intensify Global Warming? http://n.pr/aJVq8f,1,1.0
2229,"Twenty Years of Advocacy, Not Journalism, on Global Warming http://bit.ly/cG3pnf",1,0.6792
2233,So what do my #sustainable twerps think about Lindsey Graham pulling his support for climate change legislation.,0,0.6970000000000001
2235,"DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked?|A thaw of ice caps caused by global warming may .. http://oohja.com/xbBL5",1,1.0
2237,"DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked?|A thaw of ice caps caused by global warming may .. http://oohja.com/xbBIv",1,1.0
2238,"DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked?: A thaw of ice caps in coming decades caused by g... http://huff.to/9EufPr",1,1.0
2239,"DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked?: A thaw of ice caps in coming decades caused by g... http://huff.to/avcX6b",1,1.0
2241,California Teamsters oppose effort to delay global warming measure|The group is the first major union to .. http://oohja.com/xbAaS,1,0.5534
2242,California Teamsters oppose effort to delay global warming measure|The group is the first major union to .. http://oohja.com/xbA7D,1,0.6507
2243,I thought liberals were 4 separation of church & state RT @KatyinIndy WhiteHouse wants churches 2 advance climate change http://is.gd/bGJTK,0,0.6667
2247,Why are major media downplaying international summit on climate change? #cochabamba http://bit.ly/aVWW4r via @thirstyboots07,1,0.6583
2249,"Freakonomics: A ClimateGate Victim, and the State of the Global-Warming Problem: A walk though the many angles at ... http://bit.ly/bL1FIp",0,0.3687
2251,Greenpeace - Making Waves: The Agreement of the People at the World People's Conference on Climate Change and the ... http://bit.ly/9UuKE6,1,1.0
2253,Never has a public-policy agenda been pursued with so little regard for scientific fact or for public opinion. The Global-Warming Tax. #tcot,0,0.6338
2255,"Warming Wins Global Warming War: Kiddo, Florida was nice, but you didn't miss too much. Think: NewYork's waiting r... http://bit.ly/ddi8mS",1,0.6399
2256,Rebecca Solnit shares The Good News About the Very Bad News (About Climate Change): http://bit.ly/9Gg5Ke  @TomDispatch,1,0.6809999999999999
2257,"15-year old speaks about global warming at Palace Theater|Earth Day may have come and gone, but the fight to .. http://oohja.com/xbvQ1",1,0.6863
2258,"15-year old speaks about global warming at Palace Theater|Earth Day may have come and gone, but the fight to .. http://oohja.com/xbvM0",1,1.0
2259,"@stoplibs silly...elite statists don't cause global warming, it's the great unwashed...",1,0.5892
2260,PHOTOS: Ten Environmental Losses of 2009: Global Warming Not Going Gently http://bit.ly/c2y2R6,1,1.0
2261,Attractive Nuisance: Should Judges Help Tackle Climate Change? - http://is.gd/bFs5D,1,0.6886
2262,"Gazelle Emami: '70 Million Tons' Tackles Climate Change With Comedy: The premise of 70 Million Tons, an off-off B... http://huff.to/9viVef",1,1.0
2268,Progress in Improving Transparency in Environmental Protection and Climate Change in' http://goo.gl/fb/3AhNx #energy,1,1.0
2270,News Corp Aims To Go Carbon Neutral While Fox News Promotes Climate Change As A Hoax http://huff.to/bKAvrT,1,0.6706
2271,Mark Levin recommends the Great Global Warming Blunder on The Corner: http://bit.ly/aPxlTL,1,0.6559
2272,Shaving my beard.. Darn you global warming,1,0.3463
2274,This is a WebMemo On Climate Change|The United Nation?s first significant global warming meeting since last .. http://oohja.com/xbu6Q,1,0.6208
2277,Jake Whitney: On the Hoax of the Climate Change Hoax: Climate change 'skeptics' have been singing a victory song ... http://huff.to/btTGqK,0,0.5092
2278,Jake Whitney: On the Hoax of the Climate Change Hoax: Climate change 'skeptics' have been singing a victory song ... http://huff.to/cK0e6F,0,1.0
2279,"Whale poo saves world from global warming|Save the whale, and it'll save you too, say Australian scientists, by .. http://oohja.com/xbtjI",1,0.6512
2280,"Whale poo saves world from global warming|Save the whale, and it'll save you too, say Australian scientists, by .. http://oohja.com/xbtfR",1,1.0
2281,New blog post about competing or complementary corporate financial disclosure rules for #climate change liability http://bit.ly/bRJNrY,1,1.0
2282,Never has a public-policy agenda been pursued with so little regard for scientific fact or for public opinion. The Global-Warming Tax. #tcot,0,1.0
2285,"Bolivia climate conference demands $300B to combat global warming, creation of climate court|TIQUIPAYA, Bolivia - .. http://oohja.com/xbrtX",1,1.0
2286,"Bolivia climate conference demands $300B to combat global warming, creation of climate court|TIQUIPAYA, Bolivia - .. http://oohja.com/xbroL",1,0.6301
2289,"RT @MMFA: Radio host Sussman: Gore ""doesn't believe in global warming ... he believes in money"": Fro... http://bit.ly/cqyb4Y ( #p2 #media )",0,0.6613
